"company","serial_number","name","asset_tag","manufacturer","u_manufacturer_part_number","u_parent_asset","location"
"Island Health","1297850-0033","C003978","C003978","","","",""
"Island Health","1297850-0028","C003981","C003981","","","",""
"Island Health","1297850-0050","C003997","C003997","","","",""
"Island Health","1297850-0050","AO000268-CRT","C003997","ERGOTRON","C50-3510-0","AO000268","VIHA-SPH-Saanich Peninsula Hospital-Main Building"
"Island Health","1297850-0032","AO005096-CRT","C003998","ERGOTRON","C50-3510-0","","VIHA-SPH-Saanich Peninsula Hospital-Main Building-1st Floor"
"Island Health","1297850-0032","C003998","C003998","","","",""
"Island Health","1297850-0063","AO000033-CRT","C004000","ERGOTRON","C50-3510-0","","VIHA-RJH-Royal Jubilee Hospital-Royal Jubilee Main-1st Floor"
"Island Health","1297850-0063","C004000","C004000","","","",""
"Island Health","1297850-0035","C004002","C004002","","","",""
"Island Health","1297850-0035","AO000041-CRT","C004002","ERGOTRON","C50-3510-0","AO000041","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1297850-0043","C004004","C004004","","","",""
"Island Health","1297850-0043","AO000074-CRT","C004004","ERGOTRON","C50-3510-0","AO000074","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1297850-0011","C004006","C004006","","","",""
"Island Health","1297850-0011","AO000343-CRT","C004006","ERGOTRON","C50-3510-0","AO000343","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor"
"Island Health","1297846-0004","C004007","C004007","","","",""
"Island Health","1297846-0023","C004008","C004008","","","",""
"Island Health","1297846-0039","C004009","C004009","","","",""
"Island Health","1297847-0042","AO005148TRP-CRT","C004010","ERGOTRON","C50-3510-0","AO005148","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor"
"Island Health","1297847-0042","C004010","C004010","","","",""
"Island Health","1297846-0051","C004011","C004011","","","",""
"Island Health","1297846-0034","C004012","C004012","","","","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor"
"Island Health","1297846-0034","AO400065-CRT","C004012","ERGOTRON","SV43-2570-0","","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor"
"Island Health","1297846-0001","C004013","C004013","","","",""
"Island Health","1297846-0001","AO400062-CRT","C004013","ERGOTRON","SV43-2570-0","","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor"
"Island Health","1297846-0050","C004014","C004014","","","",""
"Island Health","1297846-0050","AO400064-CRT","C004014","ERGOTRON","SV43-2570-0","","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor"
"Island Health","1297846-0040","C004015","C004015","","","",""
"Island Health","1297846-0040","AO400063-CRT","C004015","ERGOTRON","SV43-2570-0","","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor"
"Island Health","1297846-0054","C004016","C004016","","","",""
"Island Health","1297850-0038","AO400061-CRT","C004054","ERGOTRON","SV43-2570-0","","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor"
"Island Health","1297850-0038","C004054","C004054","","","",""
"Island Health","1297846-0013","C004056","C004056","","","",""
"Island Health","1297846-0013","AO000067-CRT","C004056","ERGOTRON","C50-3510-0","AO000067","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor"
"Island Health","1297850-0037","C004057","C004057","","","",""
"Island Health","1297850-0037","AO000382-CRT","C004057","ERGOTRON","C50-3510-0","AO000382","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor"
"Island Health","1297846-0020","AO000338-CRT","C004058","ERGOTRON","C50-3510-0","AO000338","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor"
"Island Health","1297846-0020","C004058","C004058","","","",""
"Island Health","1297850-0004","AO005017-CRT","C004059","ERGOTRON","SV43-2570-0","AO005017","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor"
"Island Health","1297850-0004","C004059","C004059","","","",""
"Island Health","1297846-0009","C004061","C004061","","","",""
"Island Health","1297846-0009","AO000079-CRT","C004061","ERGOTRON","C50-3510-0","AO000079","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1297846-0043","C004089","C004089","","","",""
"Island Health","1297846-0044","C004090","C004090","","","",""
"Island Health","1297846-0047","AO000071-CRT","C004091","ERGOTRON","C50-3510-0","AO000071","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor"
"Island Health","1297846-0047","C004091","C004091","","","",""
"Island Health","1297846-0011","C004092","C004092","","","",""
"Island Health","1297846-0057","AO000078-CRT","C004093","ERGOTRON","SV43-2570-0","AO000078","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor"
"Island Health","1297846-0057","C004093","C004093","","","",""
"Island Health","1297846-0037","C004094","C004094","","","",""
"Island Health","1297848-0005","C004095","C004095","","","",""
"Island Health","1297846-0038","C004096","C004096","","","",""
"Island Health","1297847-0045","C004097","C004097","","","",""
"Island Health","1297847-0045","AO000066-CRT","C004097","ERGOTRON","C50-3510-0","AO000066","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor"
"Island Health","1297846-0045","C004098","C004098","","","",""
"Island Health","1297848-0006","AO000083-CRT","C004099","ERGOTRON","SV43-2570-0","AO000083","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor"
"Island Health","1297848-0006","C004099","C004099","","","",""
"Island Health","1297846-0016","AO000946-CRT","C004100","ERGOTRON","C50-3510-0","AO000946","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-Basement 1"
"Island Health","1297846-0016","C004100","C004100","","","",""
"Island Health","1297847-0004","C004111","C004111","","","",""
"Island Health","1297847-0004","AO000373-CRT","C004111","ERGOTRON","C50-3510-0","AO000373","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor"
"Island Health","1297846-0041","C004112","C004112","","","",""
"Island Health","1297846-0002","AO000222-CRT","C004113","ERGOTRON","C50-3510-0","AO000222","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor"
"Island Health","1297846-0002","C004113","C004113","","","",""
"Island Health","1297846-0056","C004114","C004114","","","",""
"Island Health","1297846-0048","C004115","C004115","","","",""
"Island Health","1297846-0022","C004116","C004116","","","",""
"Island Health","1297846-0022","AO400136-CRT","C004116","ERGOTRON","SV43-2570-0","AO400136","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-4th Floor"
"Island Health","1297846-0052","C004117","C004117","","","",""
"Island Health","1297846-0052","AO000056-CRT","C004117","ERGOTRON","C50-3510-0","AO000056","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-Basement 1"
"Island Health","1297846-0042","AO000252-CRT","C004118","ERGOTRON","SV43-2570-0","AO000252","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-4th Floor"
"Island Health","1297846-0042","C004118","C004118","","","",""
"Island Health","1297846-0014","AO000536-CRT","C004119","ERGOTRON","C50-3510-0","AO000536","VIHA-SISC-South Island Surgical Centre-Eagle Creek Village Building 7-5th Floor"
"Island Health","1297846-0014","C004119","C004119","","","",""
"Island Health","1302686-0002","C004120","C004120","","","",""
"Island Health","1302686-0003","AO400511-CRT","C004122","ERGOTRON","SV43-2570-0","AO400511","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1302686-0003","C004122","C004122","","","",""
"Island Health","1356695-0001","C004168","C004168","","","",""
"Island Health","1269741-0028","AO005031-CRT","C004177","ERGOTRON","C50-3510-0","AO005031","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor"
"Island Health","1269741-0028","C004177","C004177","","","",""
"Island Health","1328164-0049","C004180","C004180","","","",""
"Island Health","1360921-0077","AO800174-CRT","C004181","ERGOTRON","C50-3500-0","AO800174","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor"
"Island Health","1324266-0063","C004181","C004181","","","",""
"Island Health","1328164-0056","C004182","C004182","","","",""
"Island Health","1360921-0051","AO800169-CRT","C004183","ERGOTRON","C50-3500-0","AO800169","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor"
"Island Health","1359497-0075","C004183","C004183","","","",""
"Island Health","1328164-0092","C004184","C004184","","","",""
"Island Health","1359919-0003","C004185","C004185","","","",""
"Island Health","1359919-0005","C004186","C004186","","","",""
"Island Health","1360921-0048","AO800193-CRT","C004187","ERGOTRON","C50-3500-0","AO800193","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor"
"Island Health","1328164-0059","C004187","C004187","","","",""
"Island Health","1328164-0058","C004188","C004188","","","",""
"Island Health","1328164-0095","C004189","C004189","","","",""
"Island Health","1360921-0278","AO800195-CRT","C004190","ERGOTRON","SV43-2570-0","AO800195","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor"
"Island Health","1399174-0018","C004190","C004190","","","","VIHA-CVH-Comox Valley Hospital"
"Island Health","1328164-0041","C004191","C004191","","","",""
"Island Health","1360921-0034","AO800177-CRT","C004191","ERGOTRON","C50-3500-0","AO800177","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor"
"Island Health","1359497-0072","C004192","C004192","","","",""
"Island Health","1324266-0064","C004193","C004193","","","",""
"Island Health","1360921-0063","AO800167-CRT","C004193","ERGOTRON","C50-3500-0","AO800167","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor"
"Island Health","1328164-0055","C004194","C004194","","","",""
"Island Health","1328164-0051","C004195","C004195","","","",""
"Island Health","1360921-0089","AO800182-CRT","C004195","ERGOTRON","C50-3500-0","AO800182","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor"
"Island Health","1359497-0073","C004196","C004196","","","",""
"Island Health","1360921-0062","AO000101-CRT","C004197","ERGOTRON","C50-3500-0","AO000101","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor"
"Island Health","1328164-0052","C004197","C004197","","","",""
"Island Health","1359497-0070","C004198","C004198","","","",""
"Island Health","1328164-0057","C004199","C004199","","","",""
"Island Health","1360921-0076","AO800162-CRT","C004200","ERGOTRON","C50-3500-0","AO800162","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor"
"Island Health","1328164-0043","C004200","C004200","","","",""
"Island Health","1328164-0044","C004201","C004201","","","",""
"Island Health","1360921-0038","AO800183-CRT","C004202","ERGOTRON","C50-3500-0","AO800183","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor"
"Island Health","1324266-0062","C004202","C004202","","","",""
"Island Health","1328164-0040","C004203","C004203","","","",""
"Island Health","1316782-0056","C004204","C004204","","","",""
"Island Health","1360921-0091","AO800163-CRT","C004204","ERGOTRON","C50-3500-0","AO800163","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor"
"Island Health","1328164-0048","C004205","C004205","","","",""
"Island Health","1360921-0075","AO800164-CRT","C004206","ERGOTRON","C50-3500-0","","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor"
"Island Health","1328164-0050","C004206","C004206","","","",""
"Island Health","1328164-0024","C004207","C004207","","","",""
"Island Health","1399174-0027","C004208","C004208","","","",""
"Island Health","1399174-0049","C004209","C004209","","","",""
"Island Health","1399174-0039","C004210","C004210","","","",""
"Island Health","1360921-0280","AO800200-CRT","C004210","ERGOTRON","SV43-2570-0","AO800200","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor"
"Island Health","1399174-0024","C004211","C004211","","","",""
"Island Health","1399174-0048","C004212","C004212","","","",""
"Island Health","1399174-0021","C004213","C004213","","","",""
"Island Health","1399174-0034","C004214","C004214","","","",""
"Island Health","1360921-0279","AO800175-CRT","C004214","ERGOTRON","SV43-2570-0","AO800175","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor"
"Island Health","1399174-0047","C004215","C004215","","","",""
"Island Health","1399174-0050","C004216","C004216","","","",""
"Island Health","1360921-0210","AO800261-CRT","C004216","ERGOTRON","SV43-2570-0","AO800261","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor"
"Island Health","1399174-0011","C004217","C004217","","","",""
"Island Health","1399174-0036","C004218","C004218","","","",""
"Island Health","1360921-0281","AO800145-CRT","C004218","ERGOTRON","SV43-2570-0","AO800145","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor"
"Island Health","1399174-0037","C004219","C004219","","","",""
"Island Health","1360921-0195","AO800275-CRT","C004220","ERGOTRON","SV43-2570-0","AO800275","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor"
"Island Health","1399174-0022","C004220","C004220","","","",""
"Island Health","1399174-0007","C004221","C004221","","","",""
"Island Health","1360921-0213","AO800197-CRT","C004222","ERGOTRON","SV43-2570-0","AO800197","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor"
"Island Health","1399174-0041","C004222","C004222","","","",""
"Island Health","1399174-0035","C004223","C004223","","","",""
"Island Health","1360921-0267","AO800198-CRT","C004224","ERGOTRON","SV43-2570-0","AO800198","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor"
"Island Health","1399174-0043","C004224","C004224","","","",""
"Island Health","1399174-0025","C004225","C004225","","","",""
"Island Health","1399174-0002","C004226","C004226","","","",""
"Island Health","1399174-0023","C004227","C004227","","","",""
"Island Health","1360921-0212","AO800199-CRT","C004228","ERGOTRON","SV43-2570-0","AO800199","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor"
"Island Health","1399174-0040","C004228","C004228","","","",""
"Island Health","1399174-0030","C004229","C004229","","","",""
"Island Health","1360921-0196","AO800231-CRT","C004229","ERGOTRON","SV43-2570-0","AO800231","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor"
"Island Health","1399174-0012","C004230","C004230","","","",""
"Island Health","1399174-0026","C004231","C004231","","","",""
"Island Health","1360921-0194","AO800184-CRT","C004231","ERGOTRON","SV43-2570-0","AO800184","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor"
"Island Health","1360921-0215","AO800144-CRT","C004232","ERGOTRON","SV43-2570-0","AO800144","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor"
"Island Health","1896397-0037","AO400549-CRT","C004321","ERGOTRON","C50-3500-0","AO400549","VIHA-CDH-Cowichan District Hospital-Main Building-Basement 1"
"Island Health","1896397-0005","AO001637-CRT","C004346","ERGOTRON","C50-3510-0","AO001637","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor"
"Island Health","1365290-0245","AO800240-CRT","C004442","ERGOTRON","SV43-2570-0","AO800240","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor"
"Island Health","1365290-0234","AO800228-CRT","C004444","ERGOTRON","SV43-2570-0","AO800228","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor"
"Island Health","1365290-0243","AO800292-CRT","C004445","ERGOTRON","SV43-2570-0","AO800292","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor"
"Island Health","1365290-0244","AO800290-CRT","C004450","ERGOTRON","SV43-2570-0","AO800290","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor"
"Island Health","1365290-0221","AO800270-CRT","C004454","ERGOTRON","SV43-2570-0","AO800270","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor"
"Island Health","1365290-0183","AO800245-CRT","C004460","ERGOTRON","SV43-2570-0","AO800245","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor"
"Island Health","1365290-0223","AO800233-CRT","C004461","ERGOTRON","SV43-2570-0","AO800233","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor"
"Island Health","1360921-0010","AO800288-CRT","C004462","ERGOTRON","C50-3510-0","AO800288","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor"
"Island Health","1360921-0070","AO800262-CRT","C004463","ERGOTRON","C50-3510-0","AO800262","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor"
"Island Health","1360921-0068","AO800289-CRT","C004464","ERGOTRON","C50-3510-0","AO800289","VIHA-CVH-Comox Valley Hospital-Main Building-4th Floor"
"Island Health","1360921-0013","A0800286-CRT","C004465","ERGOTRON","C50-3510-0","AO800286","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor"
"Island Health","1360921-0018","AO800251-CRT","C004467","ERGOTRON","C50-3510-0","AO800251","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor"
"Island Health","1362656-0242","AO800227-CRT","C004468","ERGOTRON","C50-3510-0","AO800227","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor"
"Island Health","1360921-0022","AO800253-CRT","C004469","ERGOTRON","C50-3510-0","AO800253","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor"
"Island Health","1360921-0021","AO800243-CRT","C004470","ERGOTRON","C50-3510-0","AO800243","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor"
"Island Health","1360921-0008","AO800235-CRT","C004471","ERGOTRON","C50-3510-0","AO800235","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor"
"Island Health","1360921-0012","AO800266-CRT","C004472","ERGOTRON","C50-3510-0","AO800266","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor"
"Island Health","1360921-0066","AO800256-CRT","C004473","ERGOTRON","C50-3510-0","","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor"
"Island Health","1360921-0031","AO800263-CRT","C004475","ERGOTRON","C50-3510-0","AO800263","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor"
"Island Health","1360921-0073","AO800232-CRT","C004476","ERGOTRON","C50-3510-0","AO800232","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor"
"Island Health","1421197-0021","C004477","C004477","ERGOTRON","SV43-1310-0","",""
"Island Health","1421197-0021","AO400053-CRT","C004477","ERGOTRON","C50-3510-0","AO400053","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor"
"Island Health","1360921-0071","AO800236-CRT","C004479","ERGOTRON","C50-3510-0","AO800236","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor"
"Island Health","1360921-0007","AO800258-CRT","C004480","ERGOTRON","C50-3510-0","AO800258","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor"
"Island Health","1362656-0251","AO800209-CRT","C004482","ERGOTRON","C50-3510-0","AO800209","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor"
"Island Health","1360921-0074","AO800260-CRT","C004483","ERGOTRON","C50-3510-0","AO800260","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor"
"Island Health","1360921-0019","AO800278-CRT","C004484","ERGOTRON","C50-3510-0","AO800278","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor"
"Island Health","1360921-0023","AO800254-CRT","C004485","ERGOTRON","C50-3510-0","AO800254","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor"
"Island Health","1362656-0252","AO800203-CRT","C004486","ERGOTRON","C50-3510-0","","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor"
"Island Health","1362656-0278","AO800287-CRT","C004512","ERGOTRON","C50-3500-0","AO800287","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor"
"Island Health","1362656-0279","AO800246-CRT","C004513","ERGOTRON","C50-3500-0","AO800246","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor"
"Island Health","1350199-0021","AO800205-CRT","C004514","ERGOTRON","C50-3500-0","AO800205","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor"
"Island Health","1362656-0200","AO800283-CRT","C004515","ERGOTRON","C50-3500-0","AO800283","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor"
"Island Health","1350199-0012","AO800244-CRT","C004520","ERGOTRON","C50-3500-0","AO800244","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor"
"Island Health","1350199-0017","AO800285-CRT","C004521","ERGOTRON","C50-3500-0","AO800285","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor"
"Island Health","1362656-0272","AO800269-CRT","C004523","ERGOTRON","C50-3500-0","AO800269","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor"
"Island Health","1350199-0037","AO800265-CRT","C004524","ERGOTRON","C50-3500-0","AO800265","VIHA-CVH-Comox Valley Hospital-Main Building-1st Floor"
"Island Health","1365290-0206","AO800207-CRT","C004529","ERGOTRON","SV43-2570-0","AO800207","VIHA-CVHCC-Comox Valley Home & Community Care-Main Building-1st Floor"
"Island Health","1365290-0201","AO800229-CRT","C004533","ERGOTRON","SV43-2570-0","AO800229","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor"
"Island Health","1365290-0213","AO800242-CRT","C004534","ERGOTRON","SV43-2570-0","AO800242","VIHA-CVHCC-Comox Valley Home & Community Care-Main Building-1st Floor"
"Island Health","1365290-0205","AO800274-CRT","C004535","ERGOTRON","SV43-2570-0","","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor"
"Island Health","1365290-0215","AO800279-CRT","C004536","ERGOTRON","SV43-2570-0","AO800279","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor"
"Island Health","1365290-0209","AO800221-CRT","C004537","ERGOTRON","SV43-2570-0","AO800221","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor"
"Island Health","1365290-0214","AO800247-CRT","C004544","ERGOTRON","SV43-2570-0","AO800247","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor"
"Island Health","1399175-0029","AO000105-CRT","C004547","ERGOTRON","C50-3510-0","AO000105","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-5th Floor"
"Island Health","1399175-0007","AO800252-CRT","C004548","ERGOTRON","SV43-2570-0","AO800252","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1"
"Island Health","1399175-0025","AO400089-CRT","C004549","ERGOTRON","SV43-2570-0","AO400089","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-4th Floor"
"Island Health","1365290-0208","AO800172-CRT","C004552","ERGOTRON","SV43-2570-0","AO800172","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor"
"Island Health","1365290-0212","AO800191-CRT","C004554","ERGOTRON","SV43-2570-0","AO800191","VIHA-CVH-Comox Valley Hospital-Main Building-2nd Floor"
"Island Health","1365290-0247","AO800331-CRT","C004555","ERGOTRON","SV43-2570-0","","VIHA-CVNC-Comox Valley Nursing Centre-Main Building-1st Floor"
"Island Health","1360921-0015","AO800234-CRT","C004658","ERGOTRON","C50-3510-0","AO800234","VIHA-CVH-Comox Valley Hospital-Main Building-3rd Floor"
"Island Health","1270106-0036","AO400217-CRT","C005018","ERGOTRON","C50-3510-0","AO400217","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1"
"Island Health","1270106-0036","C005018","C005018","","","",""
"Island Health","1270106-0035","C005019","C005019","","","",""
"Island Health","1270106-0031","C005020","C005020","","","",""
"Island Health","1270106-0032","C005022","C005022","","","",""
"Island Health","1269828-0006","C005023","C005023","","","",""
"Island Health","1269828-0006","AO400123-CRT","C005023","ERGOTRON","C50-3510-0","AO400123","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1269345-0031","C005024","C005024","","","",""
"Island Health","1269345-0031","AO400092-CRT","C005024","ERGOTRON","C50-3510-0","AO400092","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-5th Floor"
"Island Health","1269828-0007","AO800088-CRT","C005025","ERGOTRON","C50-3510-0","","VIHA-CRG-Campbell River General Hospital-Main Building-1st Floor"
"Island Health","1269828-0007","C005025","C005025","","","",""
"Island Health","1269345-0033","AO400289-CRT","C005026","ERGOTRON","SV43-2570-0","AO400289","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1269345-0033","C005026","C005026","","","","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1269345-0034","C005027","C005027","","","",""
"Island Health","1269828-0004","C005033","C005033","","","",""
"Island Health","1269828-0013","AO400274-CRT","C005051","ERGOTRON","SV43-2570-0","AO400274","VIHA-NRGH-Nanaimo Regional General Hospital-Ambulatory-Basement 1"
"Island Health","1269828-0013","C005051","C005051","","","",""
"Island Health","1269345-0041","C005052","C005052","","","",""
"Island Health","1269345-0039","C005054","C005054","","","",""
"Island Health","1269345-0003","C005055","C005055","","","",""
"Island Health","1269345-0042","C005061","C005061","","","",""
"Island Health","1269828-0014","AO400138-CRT","C005063","ERGOTRON","C50-3510-0","AO400138","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1269828-0014","C005063","C005063","","","",""
"Island Health","1269345-0004","C005065","C005065","","","",""
"Island Health","1269345-0004","AO400049-CRT","C005065","ERGOTRON","C50-3510-0","AO400049","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor"
"Island Health","1269742-0040","C005066","C005066","","","",""
"Island Health","1269345-0006","C005067","C005067","","","",""
"Island Health","1269828-0015","C005068","C005068","","","",""
"Island Health","1269828-0012","C005069","C005069","","","",""
"Island Health","1269345-0005","AO000351-CRT","C005075","ERGOTRON","SV43-2570-0","AO000351","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor"
"Island Health","1269345-0005","C005075","C005075","","","",""
"Island Health","1270106-0009","HSS-9800375","C005076","ERGOTRON","C50-3510-0","AO400173","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building"
"Island Health","1270106-0009","C005076","C005076","","","",""
"Island Health","1270106-0053","C005082","C005082","","","",""
"Island Health","1270106-0053","AO400366-CRT","C005082","ERGOTRON","C50-3510-0","AO400366","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor"
"Island Health","1270106-0026","C005084","C005084","","","",""
"Island Health","1270106-0026","AO400528-CRT","C005084","ERGOTRON","C50-3510-0","","VIHA-WCGH-West Coast General Hospital-Main Building-1st Floor"
"Island Health","1270106-0008","C005158","C005158","","","",""
"Island Health","1270106-0007","C005159","C005159","","","",""
"Island Health","1270106-0023","C005164","C005164","","","",""
"Island Health","1270106-0024","C005165","C005165","","","",""
"Island Health","1269828-0023","AO000120-CRT","C005166","ERGOTRON","SV43-2570-0","AO000120","VIHA-RJH-Royal Jubilee Hospital-Royal Block-1st Floor"
"Island Health","1269828-0023","C005166","C005166","","","",""
"Island Health","1269827-0024","C005169","C005169","","","",""
"Island Health","1270106-0010","C005175","C005175","","","",""
"Island Health","1270106-0051","C005176","C005176","","","",""
"Island Health","1269828-0021","C005182","C005182","","","",""
"Island Health","1269828-0020","C005183","C005183","","","",""
"Island Health","1269828-0020","AO400361-CRT","C005183","ERGOTRON","C50-3510-0","AO400361","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-5th Floor"
"Island Health","1269827-0008","C005184","C005184","","","",""
"Island Health","1269827-0007","C005185","C005185","","","",""
"Island Health","1269827-0007","AO400148-CRT","C005185","ERGOTRON","C50-3510-0","AO400148","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1269827-0006","C005186","C005186","","","","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1269827-0006","AO400323-CRT","C005186","ERGOTRON","SV43-2570-0","","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1270106-0054","C005187","C005187","","","",""
"Island Health","1269827-0021","C005188","C005188","","","",""
"Island Health","1269827-0001","AO400166-CRT","C005194","ERGOTRON","C50-3510-0","AO400166","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1269827-0001","C005194","C005194","","","",""
"Island Health","1269827-0003","AO400268-CRT","C005195","ERGOTRON","C50-3500-0","AO400268","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1269827-0003","C005195","C005195","","","",""
"Island Health","1269827-0004","C005197","C005197","","","",""
"Island Health","1269345-0027","C005230","C005230","","","",""
"Island Health","1269345-0027","AO400107-CRT","C005230","ERGOTRON","C50-3510-0","AO400107","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
